Provider_ID,ZIP_Code,Hospital_overall_rating
390062,16673,4
360092,43040,4
340115,28374,4
440083,38556,4
370037,73101,3
380002,97527,5
350011,58122,3
390019,18071,Not Available
380022,97321,3
370237,74301,Not Available
380020,97477,3
381313,97754,4
360143,44125,4
370153,73651,2
360002,44805,4
391303,17233,4
443303,37916,Not Available
371306,73448,Not Available
361308,44030,5
450092,78852,4
360029,43402,4
360147,45750,1
420105,29569,2
441316,38320,3
390304,19128,2
341303,27371,5
360151,44646,3
441311,37015,Not Available
381318,97031,4
361330,43138,3
360036,44691,4
340114,27607,5
420049,29526,3
360059,44109,2
431313,57029,Not Available
360163,45219,5
370078,74127,2
390073,16601,1
380075,97504,3
370236,73034,3
340098,28210,5
450021,75246,3
450010,76301,3
340187,27028,Not Available
420104,29466,5
351314,58533,Not Available
340130,28112,2
351304,58575,Not Available
390194,18235,3
431310,57028,Not Available
390162,18042,2
381321,97850,3
350006,58701,2
390113,16335,3
440182,38201,3
390117,15537,4
370215,73120,5
380007,97227,2
390009,16544,2
440015,37920,2
440180,37762,2
441310,37321,2
440035,37040,1
360109,43812,3
390071,17745,4
361300,45879,3
360080,43935,2
351326,58270,Not Available
380027,97471,3
370192,73120,Not Available
370233,74137,Not Available
371321,74848,3
340129,28117,2
440065,37172,3
360189,43140,4
380017,97210,4
380038,97045,4
341318,27932,3
380029,97381,4
390039,15501,3
340042,28540,2
340119,28001,2
450033,78550,4
390173,15701,2
370089,74465,3
360185,44460,2
431327,57066,Not Available
450044,75390,4
340023,28792,4
370100,74743,2
380005,97520,5
441303,37185,3
390116,19401,1
371318,74637,Not Available
380014,97330,3
340141,28402,2
341316,28741,3
371325,73632,Not Available
390090,15224,3
361320,45640,3
440008,38351,4
440232,37061,4
350070,58104,4
390050,15212,1
390045,17701,3
370014,74702,2
390065,17325,4
391306,18801,3
390012,19446,3
370216,74132,Not Available
380051,97301,4
420079,29406,2
351300,58852,Not Available
430027,57117,4
340024,28328,2
370072,74578,Not Available
360072,43130,3
360052,45406,2
371317,73044,4
440048,38120,2
370041,74010,4
421300,29827,Not Available
390138,17268,3
431312,57430,Not Available
360082,44119,4
340106,28345,3
380089,97062,4
391304,17764,Not Available
340107,27886,3
370212,73139,5
420066,29560,2
441313,37869,Not Available
360360,45431,2
370099,74023,4
361322,45817,Not Available
440130,38261,3
440061,38237,3
390201,18301,4
341324,27959,3
391308,16407,3
390096,19605,2
441301,37074,Not Available
360006,43214,3
370094,73110,2
390004,17011,4
370173,74017,Not Available
431305,57313,Not Available
340143,28602,2
420065,29414,5
420071,29646,3
430014,57401,4
420002,29730,1
440084,37874,3
340051,28607,4
440111,37208,2
371301,74864,Not Available
370032,73112,2
430082,57702,Not Available
420033,29650,5
360077,44111,5
390058,17015,4
381304,97411,Not Available
370210,74137,5
420010,29550,2
370199,73120,Not Available
450101,76712,3
390236,18848,3
393307,19134,Not Available
360089,44883,5
360008,45662,3
390222,19063,4
361324,44875,5
420072,29944,3
341317,27016,Not Available
440033,37766,1
340097,28621,3
440228,38133,2
440183,38119,2
390028,15219,2
391307,16686,4
390270,18711,3
340133,27892,2
390178,16125,3
420018,29203,3
390052,16830,3
381325,97838,3
390104,16735,4
381306,97828,Not Available
420043,29340,2
371309,74056,Not Available
340085,27360,2
361313,43338,4
360239,45342,4
381323,97355,3
441306,37367,Not Available
391313,16915,3
430013,57301,5
341305,28713,4
450087,76180,3
431323,57730,Not Available
440200,37190,3
450078,79501,3
370013,73120,4
361334,45690,Not Available
440151,37110,4
340087,28752,5
420101,29927,2
361301,43526,4
390081,19026,2
351315,58474,4
340173,27518,2
341304,27983,4
381309,97630,3
380001,97058,3
450064,76012,3
390160,15317,4
370228,74055,5
410011,2895,3
390330,18360,Not Available
340069,27610,3
431320,57732,Not Available
360041,44129,5
440193,37087,2
390266,16127,4
371327,73763,Not Available
361328,43512,4
371310,73438,Not Available
381315,97814,4
420019,29706,3
360032,45885,5
341328,28906,3
440046,37055,4
420026,29204,4
381303,97138,3
341326,28734,4
351335,58401,4
390326,18045,5
360086,45504,3
440017,37662,1
381317,97141,3
341327,28461,4
340084,28170,Not Available
440029,37067,4
360137,44106,4
390101,17403,3
420048,29020,4
440020,38478,3
370023,73533,3
450029,78044,3
450080,75455,3
340183,28078,4
390037,15143,3
370047,73401,4
360070,44708,4
390046,17403,3
390137,18764,1
431333,57013,Not Available
430095,57108,5
440120,37917,1
371314,73005,Not Available
351336,58601,4
380052,97914,4
441304,37683,Not Available
390139,19010,5
450079,75061,4
360017,43215,2
440125,37916,4
420108,29379,Not Available
370080,73717,3
341329,28777,5
351320,58237,Not Available
360112,43608,2
381320,97103,3
440144,37388,2
390044,19603,4
390070,19007,4
390080,19111,3
381305,97845,Not Available
340039,28677,3
450007,78028,4
380025,97030,3
440150,37076,2
360348,43016,4
370019,73644,2
390003,17815,4
340188,28376,4
450024,79905,2
360152,43228,4
351306,58425,Not Available
360203,43725,3
440011,37804,3
361326,45679,4
370139,73077,3
391315,15857,4
370171,74464,4
430012,57078,4
360010,44622,4
370202,74133,3
370008,73070,3
390056,16652,4
450042,76712,2
360081,43616,4
370026,73701,5
361329,43351,4
340186,27889,4
450124,78701,2
420038,29325,2
390174,19107,4
431316,57469,Not Available
450034,77702,2
440009,38555,3
341325,28640,4
420109,29102,Not Available
380009,97239,4
390068,17543,3
420053,29108,4
360014,45701,4
430097,57402,4
351330,58639,4
390237,18501,2
360087,44113,4
440133,37236,4
390102,15215,4
420082,29801,2
340166,28262,4
450083,75701,3
370016,73701,4
370138,73942,3
440152,38103,2
360141,44501,2
431339,57262,Not Available
430016,57117,3
370158,73080,4
431336,57069,Not Available
440132,38242,4
430008,57006,4
340091,27401,5
340070,27216,2
390118,16701,3
390150,15370,3
361321,43713,5
361311,43907,3
371333,74859,3
361318,44830,Not Available
360027,44307,2
370190,74133,4
351309,58257,3
421304,29824,Not Available
360091,44256,4
370028,73112,4
440194,37075,4
420103,29651,5
370011,73036,4
351332,58368,Not Available
440156,37404,2
381311,97467,Not Available
361315,43326,5
360013,45365,4
431324,57382,Not Available
440007,37355,3
360065,44857,4
390179,19380,5
360058,45828,4
340060,27288,3
340113,28203,4
340064,28659,3
360118,44903,2
410004,2908,1
360016,45236,5
351303,58540,Not Available
450104,78155,3
390091,16346,4
361310,44890,5
450039,76104,3
390035,18951,4
390192,18657,4
390204,19152,2
390223,19104,5
440016,38344,4
360121,43506,3
431307,57226,Not Available
440031,37748,3
370106,73109,4
360150,44223,3
390185,18201,2
440072,38024,1
363303,44308,Not Available
390086,15801,3
450046,78404,3
361303,44254,Not Available
390002,15132,4
370020,74820,2
360259,43616,5
440003,37066,1
360156,43420,5
420107,29520,3
390183,18218,5
351323,58249,Not Available
371304,73460,3
420009,29672,3
390063,16550,2
440006,37207,1
391314,16354,Not Available
340145,28092,4
390041,15401,3
450082,78102,3
360354,45069,4
450058,78205,3
351328,58552,Not Available
380047,97701,4
370220,73109,Not Available
360048,43699,1
370039,74017,3
360125,44004,2
340075,28655,2
360066,45801,4
360358,43110,Not Available
371303,73628,Not Available
440192,38583,3
351324,58072,Not Available
360276,44512,2
341322,28722,4
340061,27514,2
380050,97601,3
410009,2886,3
440159,38118,2
363300,45229,Not Available
360174,45373,3
390026,19118,1
351334,58801,2
361323,44667,4
420091,29505,2
440161,37203,3
351308,58254,Not Available
390197,18102,2
431335,57350,Not Available
440067,37814,2
390130,16646,4
370093,73104,1
390268,16803,4
450090,76240,3
340040,27834,3
390127,19460,2
390133,18105,3
450023,77901,4
340021,28150,3
340116,28601,2
440060,38358,4
360365,44906,Not Available
370206,73134,Not Available
440050,37743,3
370235,74012,5
440110,37772,4
371330,73554,Not Available
371319,74538,3
420070,29150,3
340184,28721,3
440227,37167,3
361331,43160,3
450107,79902,2
370218,74133,3
341314,27962,Not Available
431334,57580,Not Available
360012,43081,5
390225,17522,2
360068,43606,5
390049,18015,4
350019,58201,3
360025,44870,4
360361,45662,3
441307,37030,4
420085,29572,2
390233,17331,3
341315,28337,3
360037,44115,4
360055,44482,3
450018,77555,2
360046,45056,3
360026,45385,3
440091,37404,4
360078,44266,3
440187,38570,2
360161,44481,3
390067,17105,3
340090,27577,4
371338,73550,Not Available
361306,44074,3
370025,74401,2
360170,43113,2
431315,57380,Not Available
431321,57785,4
440059,38501,3
450072,77566,3
360144,44122,5
390199,15767,4
520136,53210,4
381307,97720,Not Available
381310,97836,Not Available
420036,29720,1
420030,29488,3
390211,16146,3
390151,17201,4
370018,74006,2
360085,43210,5
371323,73096,3
360003,45219,2
371324,73834,Not Available
361327,43543,Not Available
420080,29925,2
440185,37311,1
381324,97741,4
390226,19107,2
370029,73601,4
360230,44124,5
420004,29425,2
431331,57022,Not Available
390030,17901,2
440073,38401,3
450002,79902,1
390036,15009,3
360107,44811,3
390142,19141,1
360064,44501,1
440109,38372,3
351322,58413,Not Available
370097,73505,1
370229,74868,4
410010,2905,4
410008,2879,5
520088,54935,3
531308,82834,Not Available
501330,98944,3
520107,54221,5
670109,77521,Not Available
501325,98331,Not Available
451345,79322,Not Available
530008,82501,2
531313,83110,4
451358,79360,Not Available
490084,22560,4
670075,77070,3
521315,54812,4
530025,82072,4
520013,54701,4
451350,79027,Not Available
511313,25130,4
460057,84060,4
450885,75035,3
520045,54956,3
490042,24073,3
450388,78229,4
450154,78840,3
450688,75149,1
451348,76825,Not Available
450656,75961,3
520091,54568,4
450462,75231,4
521312,53530,3
521302,54758,Not Available
490110,24060,2
520048,54904,5
501307,99159,Not Available
491303,24228,Not Available
450370,78934,3
670107,76028,Not Available
450869,78539,4
450713,78704,4
500108,98405,3
511310,25951,Not Available
520017,54729,5
490067,23805,2
450193,77030,2
461301,84631,Not Available
450389,75751,3
520089,53715,5
521319,53534,Not Available
460039,84337,Not Available
520019,54501,4
450844,77070,5
471307,5753,4
453304,77030,Not Available
451386,79029,Not Available
521309,53934,3
470024,5478,3
450508,75961,3
451375,77575,Not Available
501310,99156,3
670069,75070,4
510048,25601,2
450686,79415,2
450451,76043,5
670085,76244,4
450709,77058,4
500001,98133,4
521341,53581,4
451376,77964,Not Available
451301,76932,Not Available
500058,99352,5
511307,26354,Not Available
451317,78377,Not Available
490111,24382,3
450604,78624,5
670005,77339,4
450488,75662,Not Available
450847,77494,4
450718,78681,5
521327,53963,4
670031,77505,5
450672,76104,2
500054,99204,4
451384,79549,Not Available
670059,77384,4
453313,79905,Not Available
520035,53083,5
450894,75235,Not Available
520063,53095,3
511318,25136,Not Available
453302,75235,Not Available
470005,5701,4
531310,82435,3
670076,75090,5
450271,76234,2
501339,98239,3
510070,25801,2
670025,75093,5
521353,54829,Not Available
521334,54981,2
531309,82431,Not Available
670080,76548,3
451381,75494,Not Available
460051,84088,3
670073,75001,5
450155,79045,4
520027,53097,5
451335,76252,Not Available
451330,78861,4
501331,99163,Not Available
450358,77030,5
501321,98855,3
521320,54660,4
500026,98026,2
451382,76442,Not Available
490021,24501,5
451310,76821,Not Available
490098,23970,2
500050,98668,1
450324,75020,3
670023,76063,3
501337,99301,3
521317,53014,Not Available
460021,84790,4
451378,79830,4
450558,79606,3
490130,23061,4
450241,76458,Not Available
501316,98620,3
670117,75140,Not Available
520057,53913,4
451320,77514,Not Available
490048,24153,4
490052,23601,3
460052,84057,4
520066,53548,3
450808,78731,5
500027,98122,5
670113,77338,Not Available
451331,79022,Not Available
490092,23851,2
450820,77479,3
500151,98332,4
531307,82240,3
500077,99208,3
450400,76667,4
490005,22601,3
490018,22939,4
450293,78061,Not Available
521303,54984,Not Available
490120,23320,2
450774,77090,5
450876,79416,4
490075,24541,1
490101,22033,5
450340,76904,4
471302,5089,Not Available
450135,76104,2
670087,78613,Not Available
490115,24333,2
521311,54768,4
500033,98837,3
450209,79106,2
490033,22630,4
521355,54923,4
500072,98362,3
520177,53226,4
501322,99166,Not Available
451337,79241,Not Available
521313,54487,4
520095,53578,5
451367,75686,4
450834,77802,Not Available
670083,75051,Not Available
490050,22205,4
511308,26624,Not Available
510082,26651,2
450132,79761,1
521305,54656,3
450822,75039,3
460044,84094,4
500139,98502,4
450596,76048,3
450236,75482,3
461309,84741,Not Available
480002,820,2
670092,75231,2
453300,76104,Not Available
520009,54915,4
510024,26505,3
451343,76360,4
451349,79088,Not Available
460058,84065,4
460047,84124,3
520109,53948,3
451372,79347,Not Available
531314,82225,Not Available
460060,84020,4
521348,54665,5
501329,98284,3
520059,53105,4
451344,79081,Not Available
450299,77842,4
520193,54311,3
520004,54601,4
670088,77845,4
461335,84713,Not Available
450827,76310,4
531304,82443,3
670060,75182,3
490140,22554,3
511315,26726,4
450684,77338,3
450891,75093,Not Available
490114,24219,2
501340,98250,3
670103,76177,3
460007,84721,4
490127,24614,3
521337,54024,4
520051,53211,4
450200,75501,3
520041,53901,2
450862,77384,2
450431,78705,5
520076,53916,4
490053,24211,1
451352,79252,Not Available
670094,76520,Not Available
530012,82601,3
450668,79902,2
670112,78249,Not Available
450771,75093,3
670058,77479,Not Available
501303,98586,3
450372,75165,5
490145,20166,Not Available
450465,77414,4
490122,22306,5
670043,78613,3
521307,54736,Not Available
451377,79772,3
460003,84102,3
450877,79936,4
450144,79714,3
670099,77380,Not Available
450638,77090,2
460013,84651,4
460026,84701,4
670008,77598,Not Available
501317,98823,Not Available
500060,98223,3
520100,53511,2
450243,79520,Not Available
461302,84532,Not Available
450848,77479,3
500019,98531,4
460005,84405,3
490057,23454,3
490020,23860,2
501314,98624,Not Available
450754,76531,5
490141,22408,3
520083,53715,5
490041,23602,4
670049,75231,5
490116,24301,2
521349,54022,4
490090,23901,4
450678,75218,2
451325,76837,Not Available
670096,77598,2
450653,79720,2
470003,5401,2
490002,24266,3
530006,82801,3
670067,76015,Not Available
521356,54153,Not Available
490107,20190,3
490093,23666,3
450883,76262,Not Available
451351,79373,Not Available
491300,24445,Not Available
500119,99216,4
450867,78759,4
460023,84003,4
511306,25276,3
460001,84604,5
460011,84501,4
531302,82633,4
461300,84624,Not Available
521329,54880,3
670102,77015,Not Available
500049,99362,3
530032,82930,3
450351,76401,3
531315,83101,Not Available
450804,77030,5
470012,5201,5
501334,98816,Not Available
501335,98022,4
501320,98848,Not Available
670034,78664,4
450184,77008,4
510038,26452,3
500031,98520,1
490022,22401,2
450831,77504,Not Available
501311,99169,Not Available
450563,76051,3
451308,79323,Not Available
510077,25661,3
450584,76384,3
670115,77327,Not Available
490136,23114,3
490043,20176,4
450289,77054,2
490011,23505,4
670097,75087,Not Available
451380,75783,4
501318,99344,Not Available
450620,78834,Not Available
530002,82716,3
511316,26847,4
500152,98029,4
521350,54409,4
501332,99403,3
501304,98541,2
521340,54751,4
670114,78962,Not Available
450348,76661,4
520097,54303,3
450163,78363,2
523300,53226,Not Available
500036,98902,3
450697,78224,2
450716,77065,2
520078,53215,3
450617,77598,3
490118,23229,5
451359,79070,Not Available
521346,54166,3
500025,98122,4
521345,54017,4
500021,98499,2
451322,77868,Not Available
670118,77070,Not Available
450694,77437,3
460017,84302,4
451328,77665,Not Available
451362,76365,Not Available
531305,82201,3
500011,98166,2
463301,84113,Not Available
450702,75605,3
490077,22911,5
490004,22801,4
453306,79410,Not Available
451353,79731,Not Available
670006,78746,3
490013,24592,4
450292,75142,3
490097,23847,2
450484,75904,5
450229,79601,4
450698,79339,Not Available
450775,77325,2
461310,84511,Not Available
451371,78648,5
450674,77054,3
510030,26241,2
451369,79007,4
450399,79316,3
461308,84535,Not Available
521359,54806,3
501326,99114,4
451300,79035,Not Available
451373,79756,3
451379,76528,4
500002,99362,5
523302,54956,Not Available
491308,22482,Not Available
521330,53821,4
670053,77478,3
451307,79744,Not Available
450723,75237,3
450845,79902,Not Available
490143,23185,4
510012,25550,3
451370,75418,Not Available
530014,82001,2
510071,24701,2
500141,98003,3
460015,84341,3
450840,75013,4
471301,5060,3
520021,53143,4
450162,79412,4
450872,76017,5
450605,78336,4
503300,98105,Not Available
520204,53132,4
510062,25801,3
490044,23439,4
510007,25702,4
670055,78258,4
510039,26003,2
450803,77091,Not Available
500052,98112,Not Available
460030,84078,3
450306,79553,Not Available
500014,98201,2
450539,79072,4
450833,75119,4
450654,78582,2
450330,77469,3
490088,24523,4
490079,24112,1
450755,79336,4
520116,53098,4
461303,84647,3
520002,54481,5
490045,20110,2
670077,77094,4
521318,54020,4
500041,98632,3
511312,26537,4
500088,98055,4
521354,53818,4
471303,5819,3
521358,54235,4
450742,75088,1
670061,78414,5
450235,78629,3
511304,26175,Not Available
493301,23507,Not Available
510006,26330,4
451374,76574,Not Available
521322,53813,4
521316,54773,Not Available
450855,78550,5
450747,75801,3
670041,78664,3
451356,77979,3
450893,76208,5
500150,98686,4
450828,78332,4
450192,76645,3
511309,25411,4
510013,26038,3
490119,23456,4
450641,76255,3
500012,98902,3
450880,76110,Not Available
491305,22664,4
520008,53188,5
450670,77375,3
461304,84648,5
510022,25301,3
501338,98065,Not Available
453310,78723,Not Available
490038,24354,3
450889,75231,Not Available
500005,98101,5
451311,77480,Not Available
521314,54724,Not Available
670046,76132,Not Available
520096,53405,2
450856,78258,Not Available
450875,79124,Not Available
521352,53533,5
510029,25309,2
521323,54456,Not Available
670054,78240,Not Available
491304,24450,4
521342,54871,Not Available
521328,54848,3
450148,76033,4
531303,82701,Not Available
500039,98310,2
531306,82401,3
450610,77024,5
670116,76177,Not Available
451342,79512,3
670024,77429,2
453315,78207,Not Available
521300,54521,4
520075,54301,2
501309,99109,3
521304,54634,4
500053,99336,3
520044,53081,4
451306,76849,4
670098,78130,3
450871,78746,Not Available
500008,98195,5
490023,20186,2
511320,25271,4
670044,75032,3
450711,78503,4
510058,26101,1
450447,75110,2
670106,77584,3
501312,99350,Not Available
450643,78041,3
451315,79567,Not Available
520198,54904,5
451313,79546,Not Available
451355,79095,Not Available
450272,78666,3
520087,54601,5
460041,84041,2
450639,76022,4
451334,79096,Not Available
490063,22042,5
460043,84057,Not Available
450801,75504,5
510047,26554,2
451339,76483,Not Available
451312,77434,Not Available
450780,78240,Not Available
450187,77833,4
521351,53959,4
450133,79701,3
521310,54154,4
450809,78758,4
521324,54451,4
531312,82414,4
490144,20169,3
500003,98274,2
490001,24273,3
450825,78539,3
450565,76067,2
520034,54241,5
521339,54452,4
490019,22701,2
450196,75460,2
491306,24171,4
520138,53215,4
451387,78801,Not Available
451366,79346,Not Available
450690,75708,5
521333,54615,4
450152,76542,3
520033,54495,3
490060,24641,4
471305,5661,2
511300,26416,Not Available
450211,75901,3
520160,54911,3
520062,53066,3
670047,79938,2
520098,53792,5
450518,77640,2
521338,53925,4
491307,22835,4
451364,78119,3
450489,79331,Not Available
501336,98584,3
531301,82410,Not Available
500064,98104,3
500030,98225,4
520011,54868,5
450137,76104,5
531311,82729,Not Available
450147,77902,3
450647,75230,4
520113,54143,4
501324,98812,Not Available
490046,23502,5
490017,23707,2
450580,75835,3
450573,75951,4
451319,75766,Not Available
450422,75204,Not Available
450743,76201,4
501308,99133,Not Available
501323,98368,4
530033,82605,Not Available
670090,75146,Not Available
450888,76092,Not Available
450222,77304,1
520208,53546,4
670082,75071,4
450403,75069,2
520049,54305,5
491302,24134,4
461306,84634,4
450231,79106,4
520030,54401,4
450669,75057,3
670045,76054,Not Available
451354,76374,2
520206,53066,5
520102,53121,5
490007,23507,3
450571,76903,4
500037,98948,4
451304,76936,Not Available
521321,54971,Not Available
490037,23417,4
521336,54843,4
450658,75840,3
450587,76801,2
451314,79745,Not Available
450890,75093,2
450176,78572,4
451323,76550,3
450749,75862,3
501333,98926,3
450851,75226,5
530015,83001,5
670056,78640,2
460006,84143,5
490040,22304,3
450675,76015,3
450634,76210,4
520038,53027,4
511319,25438,3
450498,76424,3
450779,76132,5
450347,77340,1
451326,79225,Not Available
501315,98672,4
510023,26062,3
453316,75024,Not Available
450659,77004,4
500084,98272,2
450651,75075,2
490089,24151,4
451346,77995,3
520189,53142,5
451340,79079,Not Available
450419,76020,4
500015,98001,2
490024,24014,2
521308,54001,4
471304,5855,3
450219,78643,3
450860,77479,5
501313,98826,Not Available
490059,23226,4
521343,53589,4
450280,75042,3
450537,75082,2
451363,77957,Not Available
451324,76950,Not Available
670110,75006,Not Available
501328,98841,3
460054,84341,Not Available
450411,76448,4
490032,23298,2
450424,77521,3
450746,79529,Not Available
461307,84032,4
510031,25301,4
510046,24740,2
490113,22191,2
450253,77418,3
500024,98506,4
521331,54840,Not Available
510050,26003,2
521326,54961,3
510008,25401,3
510055,25701,2
500007,98221,3
520028,53566,5
520071,53538,5
670068,75028,4
450213,78229,2
451385,76634,Not Available
501301,99347,Not Available
450469,75091,1
511303,26147,3
511301,26288,Not Available
520139,53227,5
450661,79761,3
501319,98356,Not Available
450194,75766,4
450644,77082,3
511321,26201,3
670108,78654,4
450586,76380,4
450203,76086,4
490069,23116,4
450864,75701,5
450874,75063,Not Available
490112,23235,3
461333,84759,Not Available
460042,84010,4
460009,84132,5
460019,84066,4
520202,54476,4
500124,98034,5
501327,99111,5
450853,75034,5
450346,77701,1
521335,54016,4
450578,79014,Not Available
511314,24924,Not Available
511317,25901,4
670078,78232,5
451332,77465,Not Available
450677,76028,4
450597,77954,4
451303,76642,Not Available
490094,23223,4
470011,5301,4
521357,53147,4
531316,82301,Not Available
510086,24801,4
460004,84403,4
500079,98372,3
500016,98807,4
521325,54552,5
520070,54703,5
490066,23188,5
521344,53805,4
530011,82901,3
511311,26757,Not Available
450788,78412,3
